Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BTN,Bhutan,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,49.44,49.44,49.44,49.44,49.44,53.73,58.81,61.24,64.8,68.67,71.26,69.91,64.59,55.01,48.32,47.94,37.11,26.32,15.78,14.94,14.06,18.07,23.67,22.82,31.91,31.91,31.91,31.91
BTN,Bhutan,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.85,99.85,99.85,99.7,99.7,99.7,99.7,99.55,98.81,98.37,97.77,97.47,96.58,96.58,96.58,96.58,96.58,96.58,96.58,96.58,96.58
BTN,Bhutan,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,33.57,35.87,37.82,38.58,36.81,31.7,34.01,30.36,35.47,38.07,44.92,44.5,42.91,44.55,37.65,42.88,44.51,46.7,44.58,47.56,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21
BTN,Bhutan,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,54.4,52.76,51.31,50.84,49.75,47.99,47.6,46.58,45.77,45.41,44.41,44.58,43.89,43.8,43.39,42.32,42.32,42.32,42.32
BTN,Bhutan,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,61.98,61.98,61.98,61.98,72.47,72.47,72.47,72.47,72.47,72.47,72.47,72.47,72.47,75.42,75.42,75.42,75.42,75.42,75.42,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44
BTN,Bhutan,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44
BTN,Bhutan,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,97.95,97.95,97.95,97.95,97.95,98.46,98.46,98.46,98.46,98.46,98.46,98.46,98.47,98.47,100,100,100,100,100,100,100,100,100,100,100,100,100,100
BTN,Bhutan,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,95.81,95.81,95.81,95.81,95.81,96.85,96.85,96.85,96.85,96.85,96.85,96.85,96.85,96.85,100,100,100,100,100,100,100,100,100,100,100,100,100,100
BTN,Bhutan,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,43.39,42.75,42.33,35.67,35.05,34.72,35.05,34.95,40.95,39.06,36.95,35.81,36.38,35.59,35.59,35.59
BTN,Bhutan,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,10.51,11.25,12.06,13.02,14.63,15.24,16.17,17.47,18.38,19.51,20.82,22.24,22.13,23.05,24.04,24.89,25.76,26.71,27.36,27.99,28.65,29.2,29.56,30.15,30.81,30.81,30.81,30.81
BTN,Bhutan,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,11.11,11.92,12.82,13.9,15.68,16.47,17.59,19.12,20.27,21.67,23.28,24.73,24.63,25.59,26.6,27.42,28.06,28.78,29.22,29.61,30.11,30.49,30.68,31.08,31.54,31.54,31.54,31.54
BTN,Bhutan,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,11.61,8.42,5.54,6.72,11.66,11.21,10.08,9.75,11.29,11.36,9.91,11.39,13.66,14.53,12.86,13,13,13,13
BTN,Bhutan,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
BTN,Bhutan,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BTN,Bhutan,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,8.24,8.24,8.24,8.24,8.24
BTN,Bhutan,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2
BWA,Botswana,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
BWA,Botswana,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
BWA,Botswana,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,36.63,36.63,36.63,36.63,36.63,40.34,41.03,39.59,42.86,50.44,62.27,72.1,72.11,63.96,58.97,53.56,43.72,33.79,24.92,22.07,28.31,36.69,37.37,38.99,44.02,44.02,44.02,44.02
BWA,Botswana,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3
BWA,Botswana,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2
BWA,Botswana,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
BWA,Botswana,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,38.42,38.42,38.42,38.42,38.42,33.01,30.74,27.88,23.12,21.58,19.97,24.94,31.61,31.46,42.69,41.45,45.08,38.98,32.38,20.95,20.36,15.63,9.09,2.7,10.73,10.73,10.73,10.73
BWA,Botswana,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,37.72,37.72,37.72,37.72,37.72,37.4,31.96,30.94,71.16,100,100,100,100,62.4,65.92,19.9,0,0,0,29.68,78.37,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,68.35,62.3,65.23,63.5,55.97,66.31,48.43,54.67,62.61,65.61,66.75,63.17,64.36,63.09,62.53,63.24,63.24,63.24,63.24
BWA,Botswana,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4
BWA,Botswana,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8
BWA,Botswana,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
BWA,Botswana,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,47.76,47.76,47.76,47.76,47.76,47.33,44.86,44.04,58.34,100,100,77.77,100,46.07,57.81,39.94,33.25,34.69,37.5,42.94,54.97,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,28.55,26.89,28.64,30.13,31.47,31.55,27.69,27.66,46.21,44.78,41.4,36.74,42.3,24.74,45.6,22.43,18.04,35.2,36.53,40.39,45.49,45.91,37.51,42.35,48.19,48.19,48.19,48.19
BWA,Botswana,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,68.73,68.73,68.73,68.73,68.73,67.58,61.28,57.98,88.36,100,100,100,100,81.4,88.95,50.95,0,0,10.02,45.79,79.43,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,46.38,46.38,46.38,46.56,35.14,23.91,23.51,21.44,19.76,17.49,21.89,22.74,24.1,25.1,34.91,34.59,34.74,37.55,42.81,46.38,49.3,49.01,50.76,55.49,51.95,48.71,48.71,48.71
BWA,Botswana,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9
BWA,Botswana,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,9.29,9.5,9.75,9.87,10.08,10.23,10.48,10.81,11.34,12.08,12.94,13.6,14.48,15.08,15.69,16.16,16.65,17.23,17.75,18.23,18.69,19.18,19.57,20.12,20.84,20.84,20.84,20.84
BWA,Botswana,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3
BWA,Botswana,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2
BWA,Botswana,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,76.98,69.49,72.34,57.84,45.32,79.71,100,91.88,91.88,91.88,91.88,91.88,91.88
BWA,Botswana,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5
BWA,Botswana,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,57.91,57.91,57.91,57.91,57.91,62.31,53.05,47.21,100,100,100,100,100,96.97,100,22.27,0,0,0,40.52,100,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,42.54,42.54,42.54,42.54,42.54,42.54,42.54,42.54,42.54,44.05,42.97,41.38,42.44,37.71,41.3,34.75,36.34,41.24,41.48,41.47,42.05,42.3,40.02,40.37,39.78,39.78,39.78,39.78
BWA,Botswana,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,41.91,41.91,41.91,41.91,41.91,35.35,35.59,32.68,33.59,38.55,40.74,49.14,57.5,56.69,58.02,63.36,63.61,58.58,52.77,44.16,36.11,31.25,26.11,22.21,27.68,27.68,27.68,27.68
BWA,Botswana,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,36.18,35.5,34.84,34.35,32.76,35.17,35.46,39.41,39.46,32.27,27.68,22.7,25.02,28.3,32.84,34.83,33.54,31.73,31.86,34.2,36.99,34.5,32.33,33.6,33.64,33.64,33.64,33.64
BWA,Botswana,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,51.96,51.96,51.96,51.96,51.96,51.96,53.09,54.23,55.36,56.49,57.62,59.5,61.38,63.26,65.13,67.01,67.01,69.99,69.99,70.18,70.18,70.66,70.84,71.02,71.19,71.37,71.37,71.37
BWA,Botswana,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,26.08,25.24,24.67,24.21,24.01,23.78,23.83,24.07,24.8,26.06,27.57,28.74,30.29,31.14,31.95,32.55,33.24,34.05,34.83,35.64,36.36,37.18,37.78,38.43,39.17,39.17,39.17,39.17
BWA,Botswana,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
BWA,Botswana,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,18.7,16.72,14.91,12.89,11.21,9.46,8.05,6.92,6.43,6.53,6.93,6.52,6.66,5.97,5.51,5.01,4.88,5.08,5.24,5.49,5.84,6.92,7.62,7.78,7.71,7.71,7.71,7.71
BWA,Botswana,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,17.44,17.71,17.98,18.25,18.52,18.79,18.92,19.05,19.19,19.32,19.45,19.51,19.57,19.63,19.69,19.75,19.9,20.05,20.21,20.36,20.51,20.62,20.73,20.83,20.94,21.05,21.05,21.05
BWA,Botswana,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,56.25,56.25,56.25,56.25,56.25,58.64,66.8,66.62,62.76,65.11,58.58,60.34,69.13,68.45,68.3,75.59,100,100,91.11,86.25,72.82,66.04,60.24,52.51,46.77,46.77,46.77,46.77
BWA,Botswana,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.41,98.81,97.47,97.33,97.33,96.73,96.58,96.43,96.29,96.29,96.14,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99
BWA,Botswana,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,9.37,11.75,7.41,5.27,5.41,4.09,8.92,15.04,14.5,12.71,12.23,14.78,16.44,14.46,4.68,4.02,9.46,4.31,1.88,3.14,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76
BWA,Botswana,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.5,46.46,45.72,45.63,45.32,46.18,44.77,44.97,45.88,45.94,45.56,45.89,45.85,45.78,46.27,45.09,45.09,45.09,45.09
BWA,Botswana,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,82.97,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34
BWA,Botswana,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67
BWA,Botswana,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,97.33,97.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,93.85,93.85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
BWA,Botswana,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,31.38,30.8,30.38,30.94,32.63,33.45,34.89,34.76,36.71,39.43,42.34,45.05,51.16,64.74,60.76,60.76,60.76
BWA,Botswana,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,7.5,7.97,8.41,8.18,8.33,8.51,8.76,9.28,10.07,10.74,11.26,6.1,13.08,14.01,14.78,15.66,16.55,17.46,18.41,19.08,19.73,20.35,20.59,21.3,21.9,21.9,21.9,21.9
BWA,Botswana,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,7.15,7.61,8.03,7.78,7.92,8.08,8.32,8.85,9.64,10.32,10.82,5.57,12.57,13.44,14.1,14.85,15.58,16.41,17.27,17.86,18.44,19.02,19.18,19.75,20.25,20.25,20.25,20.25
BWA,Botswana,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.23,10.83,13.82,14.83,12.61,14.25,9.03,10.25,9.98,13.29,12.61,7.2,12.28,17.41,12.92,12.38,12.38,12.38,12.38
BWA,Botswana,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3
BWA,Botswana,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BWA,Botswana,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,72.55,72.55,72.55,72.55,72.55,100,100,100,100,100,100,100,100,86.45,52.28,41.02,27.66,25.76,25.69,25.57,27.06,37.61,46.23,46.96,57.77,57.52,57.52,57.52
BWA,Botswana,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CAF,Central African Republic,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
CAF,Central African Republic,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
CAF,Central African Republic,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
CAF,Central African Republic,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,42.48,42.48,42.48,42.48,42.48,43.75,47.32,56.66,70.71,71.65,66.5,60.29,57.85,55.35,51.99,52.32,52.12,55.06,59.57,65.24,69.21,71.02,70.92,70.56,69.99,69.99,69.99,69.99
CAF,Central African Republic,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2
CAF,Central African Republic,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45
CAF,Central African Republic,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
CAF,Central African Republic,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,30.92,30.92,30.92,30.92,30.92,32.04,36.87,40.84,46.05,49.39,52.78,54.65,53.81,52.55,49.28,43.7,39.86,35.05,34.5,34.87,36.54,36.91,40.46,43.47,50.38,50.38,50.38,50.38
CAF,Central African Republic,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,27.18,27.18,27.18,27.18,27.18,22.65,29.13,42.42,41.66,48.87,55.39,54.56,50.65,39.87,47.71,40.3,39.17,54.77,50.77,55.4,55.91,51.76,48.79,40.69,50.31,50.31,50.31,50.31
CAF,Central African Republic,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.25,11.81,13.92,15.03,11.59,17.53,16.4,14.37,22.14,19.67,17.19,17.68,16.48,21.43,15.58,21.45,21.45,21.45,21.45
CAF,Central African Republic,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9
CAF,Central African Republic,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
CAF,Central African Republic,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9
CAF,Central African Republic,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,41.24,41.24,41.24,41.24,41.24,39.19,41.91,46.76,43.97,47.9,49.53,49.46,48.21,43.88,49.33,45.15,44.3,52.08,49.36,52.09,51.94,48.31,48.13,44.73,49.71,49.71,49.71,49.71
CAF,Central African Republic,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,44.84,42.43,42.87,40.69,45.04,41.37,47.86,52.47,44.76,49.35,48.33,48.72,48.41,47.24,54.84,51.59,49.8,54.45,52.51,53.42,53.13,50.57,53.31,52.88,56.97,56.97,56.97,56.97
CAF,Central African Republic,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,25.62,25.62,25.62,25.62,25.62,24.54,37.24,52.87,45.6,51.75,57.97,55.75,54.45,45.13,61.66,57.71,62.47,86.54,55.46,37.61,19.34,1.46,0,0,5.11,5.11,5.11,5.11
CAF,Central African Republic,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30.14,30.14,30.14,27.42,27.42,42.57,42.57,42.57,100,42.56,42.56,42.56
CAF,Central African Republic,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CAF,Central African Republic,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,0,0,0,0,0,0.14,0.25,0.35,0.48,0.59,0.68,0.66,0.77,0.96,1.1,1.21,1.42,1.63,1.67,1.87,2.11,2.28,2.41,2.68,3.04,3.04,3.04,3.04
CAF,Central African Republic,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
CAF,Central African Republic,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5
CAF,Central African Republic,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.67,30.12,18.57,30.97,43.14,59.72,52.47,48.91,48.91,48.91,48.91,48.91,48.91
CAF,Central African Republic,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CAF,Central African Republic,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,41.91,41.91,41.91,41.91,41.91,33.95,45.05,67.54,66.05,79.38,94.1,92.77,87.22,67.07,83.09,69.11,68.07,100,88.83,95.85,94.79,85.11,80.34,65.89,82.94,82.94,82.94,82.94
CAF,Central African Republic,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,35.17,36.94,36.1,36.55,34.87,34,38.83,39.42,36.61,41.87,43.06,38.05,37.53,35.92,38.92,38.04,42.26,42.26,42.26,42.26
CAF,Central African Republic,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,88.72,88.72,88.72,88.72,88.72,87.1,78.89,71.47,67.14,63.42,63.44,64.59,61.93,63.59,65.16,64.81,58.94,53.98,50.28,47.36,46.86,49.84,52.35,56.04,60.09,60.09,60.09,60.09
CAF,Central African Republic,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,10.4,10.83,11.65,14.45,15.62,20.39,23.13,25.22,22.67,21.17,15.47,12,11.18,15,17.86,18.22,18.09,19.59,18.94,19.89,17.12,14.71,11.44,14.26,13.81,13.81,13.81,13.81
CAF,Central African Republic,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,31.72,31.72,31.72,31.72,31.72,31.72,30.22,28.73,27.23,25.74,24.24,26.11,27.97,29.84,31.7,33.56,33.56,33.9,33.9,33.97,33.97,34.02,33.94,33.87,33.79,33.72,33.72,33.72
CAF,Central African Republic,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,21.23,20.79,20.75,20.6,20.53,20.75,20.84,20.85,20.92,21.02,21.17,21.26,21.42,21.62,21.71,21.58,21.61,21.83,21.88,22.12,22.28,22.57,22.84,23.15,23.52,23.52,23.52,23.52
CAF,Central African Republic,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
CAF,Central African Republic,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,33.67,32.88,32.42,31.87,31.41,31.6,31.95,32.38,32.89,33.34,33.61,33.16,32.64,32.06,31.24,30.37,29.61,28.56,27.08,26.47,26.64,27.92,29.07,29.18,28.49,28.49,28.49,28.49
CAF,Central African Republic,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,7.91,7.89,7.88,7.86,7.85,7.83,7.72,7.61,7.51,7.4,7.29,7.36,7.43,7.51,7.58,7.65,7.77,7.89,8.02,8.14,8.26,8.42,8.58,8.75,8.91,9.07,9.07,9.07
CAF,Central African Republic,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,52.16,52.16,52.16,52.16,52.16,52.4,54.11,59.7,67.85,71.75,74.13,78.11,84.25,81.52,78.94,71.71,66.8,64.55,65.7,65.5,64.08,62.94,61.18,60.73,62.13,62.13,62.13,62.13
CAF,Central African Republic,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.85,99.85,99.7,99.55,99.41,99.26,99.11,99.11,98.96,98.81,98.66,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51
CAF,Central African Republic,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,26.1,26.84,27.36,26.99,27.54,26.42,27.59,26.74,26.15,26.04,26.07,26.25,26.34,24.93,25.03,23.66,22.58,23.01,25.57,21.69,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85
CAF,Central African Republic,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,73.12,73.12,73.12,73.12,73.12,73.12,73.12,73.12,73.12,73.91,73.37,74.57,72.28,70.8,77.68,76.84,74.06,78.37,79.5,75.55,74.12,72.62,76.59,75.41,79.27,79.27,79.27,79.27
CAF,Central African Republic,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,68.4,68.4,68.4,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,78.34,78.34
CAF,Central African Republic,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
